,price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone,zone_label
1048,690000,612,311,6,4,0,4,0,30,Capital Federal,11
1049,270000,1610,140,5,2,0,3,0,0,Pilar,60
1050,750000,476,260,4,5,1,3,0,45,Capital Federal,11
1051,340000,1500,260,4,3,0,3,1,15,Pilar,60
1052,500000,298,226,7,3,0,3,0,8,Rosario,71
1053,365000,242,184,5,3,0,4,0,25,Vicente López,86
1054,585000,856,241,6,4,0,4,0,15,Pilar,60
1055,340000,233,200,9,3,0,4,1,0,Estancias del Pilar,21
1056,189000,734,166,0,3,0,3,1,0,El Cantón,17
1057,150000,148,63,3,2,1,2,0,20,San Fernando,76
1058,350000,1100,294,4,2,1,3,1,0,Pilar,60
1059,890000,950,300,0,4,0,4,0,15,Tigre,82
1060,180000,390,180,5,0,0,4,0,20,Córdoba,14
1061,850000,1014,440,7,4,0,4,1,10,Pilar,60
1062,86900,270,85,5,0,1,2,0,10,Córdoba,14
1063,295000,240,108,4,2,0,3,0,40,San Isidro,77
1064,140000,217,217,6,2,0,4,0,0,Ituzaingó,34
1065,585000,1826,366,3,3,1,3,0,0,Córdoba,14
1066,350000,187,187,5,2,0,3,1,4,Puertos,64
1067,200000,298,240,4,2,0,3,0,15,Quilmes,66
1068,380000,800,198,4,3,0,3,1,3,Villanueva,88
1069,920000,980,407,5,4,0,4,1,6,Pilar,60
1070,498000,615,278,5,4,0,4,1,4,General Pacheco,29
1071,249000,1007,226,4,3,0,3,1,0,Escobar,20
1072,398000,1680,400,5,6,0,4,0,20,Pilar,60
1073,590000,1412,336,5,3,0,4,1,15,Pilar,60
1074,270000,360,200,4,3,1,3,0,8,Lanús,40
1075,349000,128,113,4,2,1,3,1,15,Vicente López,86
1076,495000,325,165,5,3,0,3,1,40,Capital Federal,11
1077,470000,200,200,5,2,0,4,0,30,Rosario,71
1078,215000,200,200,8,3,1,6,0,40,Capital Federal,11
1079,215000,223,143,7,2,1,4,0,8,Rosario,71
1080,145000,189,180,4,0,0,2,0,40,Vicente López,86
1081,590000,715,346,5,3,0,4,0,30,San Isidro,77
1082,395000,1800,380,4,4,0,3,0,0,Moreno,53
1083,279900,210,140,5,2,0,4,0,8,Capital Federal,11
1084,1300000,888,346,7,4,0,4,1,0,Puertos,64
1085,435000,620,270,7,3,0,5,0,0,Pilar,60
1086,348000,317,231,0,2,0,4,0,0,Pilar,60
1087,890000,750,320,0,3,0,4,0,10,Nordelta,57
1088,550000,318,247,10,4,0,4,1,15,Pilar,60
1089,189000,250,200,5,2,0,4,0,25,Ituzaingó,34
1090,550000,380,300,6,4,0,4,1,0,Pilar,60
1091,325000,192,142,5,2,1,3,1,26,Vicente López,86
1092,119000,350,220,7,2,0,3,0,20,Escobar,20
1093,160000,264,120,4,0,0,3,0,34,Buenos Aires Costa Atlántica,7
1094,220000,800,160,5,2,0,3,1,0,Escobar,20
1095,228000,826,152,4,2,0,3,0,0,Pilar,60
1096,800000,906,316,6,4,0,4,1,14,Nordelta,57
1097,94000,216,160,9,2,1,3,0,16,Mendoza,50
1098,300000,800,198,3,3,1,3,1,1,Villanueva,88
1099,449000,295,260,4,3,0,3,0,0,Capital Federal,11
1100,420000,224,190,4,4,0,3,0,2,Tigre,82
1101,550000,650,260,7,3,0,4,1,14,Rincón de Milberg,68
1102,450000,200,180,0,3,1,3,0,10,San Isidro,77
1103,430000,1600,350,0,4,0,4,0,3,Moreno,53
1104,645000,750,270,6,4,0,3,1,4,Villanueva,88
1105,175000,250,130,5,2,0,3,0,0,Córdoba,14
1106,258000,133,96,4,0,0,3,1,12,Vicente López,86
1107,340000,165,131,0,2,0,3,1,0,San Isidro,77
1108,670000,646,260,3,4,1,3,0,8,Rincón de Milberg,68
1109,165000,646,140,4,2,0,3,1,0,Pilar del Este,61
1110,209000,240,180,0,3,0,3,0,3,Pilar del Este,61
1111,135000,126,126,5,0,1,4,1,10,San Carlos de Bariloche,75
1112,205000,250,170,4,3,1,3,0,30,La Matanza,38
1113,590000,337,297,8,4,0,6,1,2,San Isidro,77
1114,198000,850,171,0,3,0,3,1,0,El Cantón,17
1115,219000,967,180,4,3,1,4,1,12,Escobar,20
1116,299000,300,110,4,2,0,2,1,10,Nordelta,57
1117,198000,490,136,4,2,0,3,0,0,Uruguay,85
1118,399000,185,177,5,3,1,3,1,0,Vicente López,86
1119,486000,640,320,6,3,0,4,0,0,Nordelta,57
1120,199000,800,107,4,2,0,3,1,4,Pilar,60
1121,138000,420,90,3,0,0,2,0,3,Santa Fe,80
1122,185000,185,185,6,2,0,4,0,0,Capital Federal,11
1123,410000,240,170,0,2,0,3,0,0,Mar del Plata,46
1124,395000,1367,255,0,3,0,4,0,0,Pilar,60
1125,475000,1100,250,4,2,0,3,1,0,Villanueva,88
1126,1197000,450,350,0,6,0,4,0,1,Nordelta,57
1127,430000,310,187,0,3,1,4,0,16,San Isidro,77
1128,393000,732,215,0,4,0,3,0,1,Escobar,20
1129,890000,1050,390,0,3,0,4,1,0,Manuel Alberti,45
1130,230000,233,170,4,3,1,2,0,30,San Isidro,77
1131,440000,220,200,6,3,0,3,0,4,Nordelta,57
1132,315000,220,220,0,2,0,3,0,2,Escobar,20
1133,315000,900,315,6,3,0,3,1,1,Córdoba,14
1134,3800000,300,170,6,0,1,4,0,40,Córdoba,14
1135,195000,127,88,4,0,1,2,1,3,Tigre,82
1136,280000,160,160,4,2,1,3,1,40,Vicente López,86
1137,270000,165,93,5,0,1,3,0,30,Vicente López,86
1138,850000,440,285,5,2,0,4,1,45,Capital Federal,11
1139,67000,500,60,0,0,0,2,0,10,Resistencia,67
1140,350000,2100,400,4,3,0,3,0,25,Mendoza,50
1141,280000,1920,224,6,3,0,4,0,0,Tigre,82
1142,575000,240,200,5,3,0,3,1,6,Nordelta,57
1143,150000,560,146,5,3,1,3,1,0,Pilar del Este,61
1144,560000,805,235,5,4,0,3,1,2,El Talar de Pacheco,18
1145,175000,210,86,3,0,1,2,0,1,San Isidro,77
1146,230000,900,148,5,0,0,3,0,0,Ezeiza,24
1147,380000,307,172,4,0,1,3,1,20,Vicente López,86
1148,450000,1339,280,4,3,0,3,1,0,Pilar,60
1149,750000,450,320,6,3,1,5,1,5,San Isidro,77
1150,220000,600,200,5,2,0,2,0,20,Almirante Brown,0
1151,2000000,1500,800,7,5,0,5,0,10,Tigre,82
1152,149000,66,62,4,0,1,2,0,11,Vicente López,86
1153,270000,220,150,5,2,0,4,0,30,Capital Federal,11
1154,140000,418,217,4,3,0,3,0,25,Córdoba,14
1155,305000,236,230,0,3,0,3,0,3,Pilar,60
1156,137000,127,100,0,2,1,3,1,4,Córdoba,14
1157,395000,331,262,7,3,1,4,1,15,Pilar,60
1158,520000,900,375,6,4,0,4,0,20,Rosario,71
1159,590000,339,270,8,4,0,4,1,15,Pilar,60
1160,283000,792,173,4,2,0,3,1,0,Escobar,20
1161,430000,220,220,7,3,0,4,0,2,Pilar,60
1162,1300000,1000,370,4,4,0,3,1,2,Pilar,60
1163,255000,472,173,4,3,0,3,0,0,Uruguay,85
1164,460000,343,343,4,3,1,3,0,16,San Isidro,77
1165,100000,635,101,4,0,0,3,0,18,Moreno,53
1166,1300000,1074,415,7,6,0,6,1,0,Pilar,60
1167,495000,903,370,5,3,0,4,1,0,Vicente López,86
1168,840000,1180,380,0,4,0,4,0,12,Nordelta,57
1169,100000,300,122,5,0,1,3,0,20,Villa Allende,87
1170,550000,367,267,8,6,0,5,1,45,Capital Federal,11
1171,270000,312,210,9,3,1,3,0,0,Córdoba,14
1172,355000,830,195,6,3,0,3,0,12,Santa Fe,80
1173,650000,1080,230,5,2,0,3,1,15,Pilar,60
1174,175000,120,120,0,2,0,3,0,0,Pilar,60
1175,798000,1000,270,8,5,0,4,0,15,Tigre,82
1176,210000,360,300,6,2,0,3,1,5,Córdoba,14
1177,1400000,2300,618,5,6,1,5,0,0,Córdoba,14
1178,415000,280,245,0,4,0,3,0,5,Tigre,82
1179,690000,950,300,9,4,0,4,1,3,Villanueva,88
1180,219000,1000,165,5,2,0,3,1,0,Escobar,20
1181,175000,303,111,3,2,1,2,0,4,Almirante Brown,0
1182,520000,790,297,0,4,0,3,1,4,Berazategui,5
1183,165000,160,145,5,2,1,3,1,0,Pilar del Este,61
1184,260000,240,200,4,2,0,2,0,30,Morón,54
1185,290000,370,370,4,3,0,3,1,15,San Isidro,77
1186,250000,219,219,5,2,1,3,0,20,Capital Federal,11
1187,160000,1280,1280,0,0,0,0,0,0,Pilar,60
1188,490000,390,300,7,4,0,4,0,5,Esteban Echeverría,22
1189,310000,840,186,4,3,1,3,1,5,Villanueva,88
1190,360000,1000,151,4,3,0,3,0,8,Villanueva,88
1191,110000,550,130,3,3,0,3,0,0,Pilar del Este,61
1192,570000,320,210,5,3,0,3,1,25,Capital Federal,11
1193,380000,245,245,6,4,0,4,1,8,Pilar,60
1194,259000,954,172,5,3,1,0,1,0,Escobar,20
1195,220000,420,165,4,2,0,3,1,7,Moreno,53
1196,1090000,430,350,5,3,0,3,1,15,Capital Federal,11
1197,158000,360,187,4,2,1,3,0,40,Morón,54
1198,298000,341,212,4,3,1,3,0,15,Tres de Febrero,83
1199,290000,339,107,3,2,0,0,0,20,GBA Norte,26
1200,75000,80,80,0,0,1,2,0,7,Santa Fe,80
1201,275000,240,200,0,4,0,3,0,15,Pilar,60
1202,268000,760,250,0,4,0,5,0,6,Escobar,20
1203,295000,220,110,4,2,1,3,0,40,San Isidro,77
1204,650000,334,204,6,2,0,4,1,25,Palermo,59
1205,540000,875,229,0,3,0,3,0,13,Pilar,60
1206,145000,511,115,0,2,0,3,0,0,Pilar del Este,61
1207,410000,1183,280,0,5,0,4,0,8,Escobar,20
1208,120000,210,132,0,0,0,3,0,23,Hurlingham,33
1209,320000,208,140,4,2,0,4,0,30,Capital Federal,11
1210,235000,236,236,5,2,0,3,0,43,Santa Fe,80
1211,530000,850,215,5,3,0,3,1,14,Pilar,60
1212,750000,451,383,4,2,1,3,0,3,San Isidro,77
1213,59990,300,70,3,0,1,2,0,0,Santa Fe,80
1214,320000,809,239,5,2,0,4,1,5,Villanueva,88
1215,149000,180,130,4,2,0,3,0,30,San Isidro,77
1216,150000,353,151,0,0,0,3,0,39,Rosario,71
1217,720000,600,350,6,3,0,4,1,30,San Isidro,77
1218,1270000,440,430,0,7,0,4,0,4,Nordelta,57
1219,320000,1900,200,6,2,0,3,0,25,Santa Fe,80
1220,320000,440,127,6,3,0,3,0,20,Rosario,71
1221,450000,948,298,6,3,1,3,1,12,Moreno,53
1222,850000,945,360,10,3,0,5,1,0,Pilar,60
1223,399000,300,300,0,0,0,5,0,0,Pilar,60
1224,448000,379,288,5,3,1,3,0,40,Vicente López,86
1225,880000,376,376,0,4,1,4,0,27,San Isidro,77
1226,370000,381,181,5,2,0,4,1,30,Capital Federal,11
1227,280000,700,220,0,3,0,3,0,0,Pilar del Este,61
1228,65000,144,73,5,0,0,3,0,41,Santa Fe,80
1229,498000,595,292,4,3,0,3,0,10,Ituzaingó,34
1230,400000,400,263,6,7,0,5,0,40,Vicente López,86
1231,290000,200,170,5,4,0,4,1,0,Tigre,82
1232,328000,250,225,7,3,0,3,1,12,Pilar,60
1233,265000,237,147,3,0,0,0,0,30,Capital Federal,11
1234,950000,500,500,8,5,0,0,1,35,San Fernando,76
1235,140000,188,104,5,2,0,3,0,30,Córdoba,14
1236,490000,822,225,0,0,0,0,0,0,Canning,10
1237,380000,793,167,3,3,1,3,1,11,Villanueva,88
1238,250000,1259,171,4,4,0,3,1,30,Pilar,60
1239,199000,1000,200,5,2,0,3,1,15,Pilar,60
1240,100000,300,230,2,2,1,3,0,10,Córdoba,14
1241,490000,515,225,5,2,0,3,1,0,Nordelta,57
1242,950000,1014,480,11,5,0,4,1,12,Pilar,60
1243,238000,610,130,4,2,1,3,1,9,Escobar,20
1244,100000,80,77,3,0,1,2,0,39,Santa Fe,80
1245,70000,330,120,0,2,1,2,0,0,Córdoba,14
1246,250000,230,150,4,3,1,3,0,0,Córdoba,14
1247,287000,650,200,3,2,1,3,0,7,Pilar,60
1248,240000,92,77,3,2,0,2,0,45,Vicente López,86
1249,485000,250,200,5,3,1,4,1,18,San Isidro,77
1250,990000,1157,345,5,4,0,4,1,9,Nordelta,57
1251,950000,845,308,5,2,0,3,1,25,San Isidro,77
1252,415000,240,220,5,2,0,3,1,15,El Talar de Pacheco,18
1253,275000,250,159,5,2,1,4,0,30,Tres de Febrero,83
1254,105000,128,82,0,0,0,2,1,0,Córdoba,14
1255,385000,936,214,5,3,0,4,1,5,Villanueva,88
1256,239000,403,142,5,2,1,3,0,15,GBA Norte,26
1257,325000,1080,416,14,4,0,4,1,25,Córdoba,14
1258,130000,496,125,4,2,0,3,1,1,Pilar del Este,61
1259,345000,1000,230,5,3,0,4,0,5,Buenos Aires Costa Atlántica,7
1260,1750000,810,640,0,4,0,5,1,14,GBA Norte,26
1261,650000,1850,221,0,3,0,3,0,10,Tigre,82
1262,415000,715,246,5,3,0,4,1,10,Pilar,60
1263,550000,276,216,4,3,1,3,1,0,Capital Federal,11
1264,250000,950,170,4,3,1,3,1,6,Tigre,82
1265,310000,500,215,5,3,0,4,1,20,Tres de Febrero,83
1266,500000,1000,190,0,3,1,3,0,0,Pilar,60
1267,580000,1615,300,5,4,0,4,0,25,Ituzaingó,34
1268,435000,320,255,5,3,0,4,0,5,San Fernando,76
1269,320000,178,178,4,3,0,3,1,15,Buenos Aires Costa Atlántica,7
1270,235000,500,200,5,3,0,3,1,0,Córdoba,14
1271,300000,802,202,0,3,0,3,1,0,Escobar,20
1272,284000,801,200,4,2,0,3,1,0,Escobar,20
1273,789000,375,265,6,3,1,4,1,15,Capital Federal,11
1274,745000,570,440,8,4,1,5,1,26,San Isidro,77
1275,105000,277,180,0,2,0,2,0,25,Rosario,71
1276,215000,162,130,3,0,1,2,0,45,Vicente López,86
1277,225000,800,160,6,3,0,4,1,20,Pilar,60
1278,450000,320,310,5,5,1,5,1,7,Pilar,60
1279,81000,180,80,3,0,1,2,0,0,Córdoba,14
1280,2000000,650,650,0,7,0,4,0,0,Pilar,60
1281,448000,589,260,6,2,1,3,1,35,San Isidro,77
1282,478000,220,150,4,2,0,3,1,25,Capital Federal,11
1283,1500000,920,520,7,5,0,5,1,10,San Isidro,77
1284,570000,345,345,0,3,0,4,0,15,Malvinas Argentinas,44
1285,440000,670,310,3,4,1,3,0,0,Córdoba,14
1286,250000,318,318,0,3,1,3,0,15,Pilar,60
1287,380000,700,250,5,3,0,3,1,8,Córdoba,14
1288,270000,700,160,4,2,0,3,1,8,Pilar,60
1289,330000,232,170,4,2,0,3,0,21,Capital Federal,11
1290,139000,108,108,3,0,0,2,0,40,Capital Federal,11
1291,255000,260,200,5,0,0,0,0,10,Tres de Febrero,83
1292,760000,472,395,0,3,0,4,0,0,Pilar,60
1293,245000,502,180,5,3,1,3,0,5,Córdoba,14
1294,170000,400,80,3,2,0,2,0,35,Santa Fe,80
1295,615000,395,320,7,3,0,4,1,20,San Isidro,77
1296,145000,1200,70,0,0,0,0,0,5,Villa Allende,87
1297,135000,800,134,0,2,0,3,1,0,Zelaya,89
1298,480000,230,190,0,4,0,3,0,1,Pilar,60
1299,125000,300,130,0,0,0,2,0,48,Tres de Febrero,83
1300,220000,825,150,5,2,0,3,1,0,Escobar,20
1301,230000,206,140,0,2,0,3,0,10,San Isidro,77
1302,210000,150,120,5,2,1,3,0,6,Santa Fe,80
1303,360000,830,163,4,2,0,3,1,0,Berazategui,5
1304,750000,830,450,4,5,0,3,0,0,Esteban Echeverría,22
1305,98000,60,60,3,0,1,2,1,2,La Plata,39
1306,395000,811,254,6,3,0,3,1,2,Villanueva,88
1307,145000,535,130,0,3,0,3,0,1,Pilar del Este,61
1308,310000,981,179,5,4,0,3,1,0,Escobar,20
1309,79000,400,105,3,0,1,2,0,0,Río Ceballos,72
1310,380000,286,224,5,0,0,3,0,35,San Isidro,77
1311,340000,450,230,7,5,1,4,1,3,Pilar,60
1312,460000,265,251,5,4,1,3,0,30,San Isidro,77
1313,56000,289,60,3,0,1,2,0,0,Santa Fe,80
1314,520000,279,279,6,3,0,4,1,35,Capital Federal,11
1315,650000,817,353,8,3,0,4,1,0,Santa Fe,80
1316,650000,870,239,0,2,0,4,0,6,San Miguel,78
1317,499000,370,350,0,4,0,4,0,14,Pilar,60
1318,410000,1900,180,5,2,0,4,0,10,Moreno,53
1319,135000,175,110,6,2,0,3,1,30,Rosario,71
1320,495000,460,400,0,4,1,5,0,8,Villanueva,88
1321,110000,700,130,5,4,0,4,0,0,Pilar del Este,61
1322,290000,573,200,0,2,0,3,0,30,GBA Norte,26
1323,150000,650,160,4,2,1,3,1,0,Escobar,20
1324,300000,326,246,7,5,1,6,0,20,San Isidro,77
1325,490000,280,277,5,3,1,3,1,9,Pilar,60
1326,290000,700,320,0,4,1,4,0,6,Campana,9
1327,240000,346,160,5,2,0,3,0,20,Lanús,40
1328,440000,214,200,5,3,0,4,1,20,Vicente López,86
1329,155000,647,131,5,3,0,4,1,0,Pilar del Este,61
1330,298000,225,190,5,2,0,3,1,15,Pilar,60
1331,189000,389,389,4,4,1,3,0,30,Tres de Febrero,83
1332,420000,820,272,0,4,0,4,0,1,Tigre,82
1333,358700,800,270,5,3,0,4,1,12,Pilar,60
1334,125000,118,118,4,2,0,3,0,30,Exaltación de la Cruz,23
1335,270000,920,320,7,4,0,0,0,16,Córdoba,14
1336,165000,220,135,4,2,0,3,0,15,Lanús,40
1337,393000,263,215,0,4,0,3,0,1,Escobar,20
1338,264000,605,230,5,3,0,0,1,14,Pilar,60
1339,220000,210,150,5,3,1,4,0,5,General Rodríguez,30
1340,840000,980,450,7,3,0,4,1,2,San Miguel,78
1341,160000,126,79,3,2,1,2,1,0,Pilar,60
1342,237000,221,141,4,2,0,3,0,20,GBA Norte,26
1343,350000,471,141,3,0,1,2,1,24,San Isidro,77
1344,510000,558,180,0,3,1,3,1,10,Punta del Este,65
1345,173000,829,175,5,4,1,4,0,0,Buenos Aires Costa Atlántica,7
1346,414000,550,202,6,4,0,3,1,12,Nordelta,57
1347,250000,360,340,6,3,0,5,1,40,Lomas de Zamora,41
1348,220000,1050,215,5,2,1,4,1,25,Pilar,60
1349,980000,1500,300,5,4,0,4,0,20,Manuel Alberti,45
1350,250000,909,219,0,4,0,3,0,1,Escobar,20
1351,5167972,250,250,3,0,0,2,0,0,Mendoza,50
1352,245000,240,145,0,2,0,4,0,30,Capital Federal,11
1353,350000,255,210,4,2,0,3,0,10,Rosario,71
1354,287000,225,125,5,2,1,4,1,45,Martínez,47
1355,355000,638,307,4,3,0,3,0,0,Córdoba,14
1356,370000,230,165,4,2,1,3,1,20,San Isidro,77
1357,240000,220,167,5,3,1,4,0,2,Buenos Aires Costa Atlántica,7
1358,255000,636,199,4,3,0,3,0,0,Uruguay,85
1359,140000,309,160,7,2,1,3,0,45,Avellaneda,2
1360,120000,250,137,5,0,1,3,1,25,Santa Fe,80
1361,785000,1609,469,10,6,0,5,1,30,GBA Norte,26
1362,430000,1102,230,4,2,0,3,1,0,Escobar,20
1363,1270000,997,430,7,6,0,5,1,4,Nordelta,57
1364,299000,700,166,5,4,0,4,0,0,Ezeiza,24
1365,600000,1287,427,0,5,1,6,1,30,San Isidro,77
1366,360000,652,370,8,3,1,4,0,15,Córdoba,14
1367,215000,1000,159,4,2,0,2,0,12,Santa Fe,80
1368,295000,546,206,6,2,0,4,1,10,Hurlingham,33
1369,120000,99,70,3,2,1,2,0,1,Córdoba,14
1370,185000,190,165,5,3,0,4,0,0,Pilar del Este,61
1371,168000,180,150,4,2,1,3,1,0,Córdoba,14
1372,265000,189,122,4,0,0,2,1,40,Vicente López,86
1373,350000,213,213,6,3,0,3,0,15,Capital Federal,11
1374,189000,117,101,3,0,1,2,1,0,Vicente López,86
1375,240000,295,193,4,3,0,3,0,25,Santa Fe,80
1376,615000,1000,280,0,3,0,4,0,18,Rincón de Milberg,68
1377,160000,234,100,3,2,0,2,0,0,Almirante Brown,0
1378,449000,288,232,6,2,1,5,1,35,San Isidro,77
1379,340000,250,220,7,3,0,3,1,10,Pilar,60
1380,222000,840,178,6,2,0,4,1,1,Escobar,20
1381,590000,578,230,5,3,0,3,1,3,Nordelta,57
1382,830000,495,307,8,4,0,4,1,7,Almirante Brown,0
1383,580000,337,254,5,3,0,3,0,37,Capital Federal,11
1384,980000,910,280,0,6,0,5,0,5,Nordelta,57
1385,529000,1500,275,6,5,0,5,0,0,Pilar,60
1386,480000,300,280,9,3,1,4,1,19,Pilar,60
1387,85000,85,85,3,2,0,2,0,0,Córdoba,14
1388,798000,1210,300,6,2,0,3,1,40,San Isidro,77
1389,360000,800,231,5,4,0,0,1,2,Haras Santa María,32
1390,299000,655,180,5,2,0,4,1,0,Berazategui,5
1391,155000,180,180,5,3,0,4,0,36,Rosario,71
1392,393000,732,215,4,3,0,3,1,0,Puertos,64
1393,1800000,1100,500,0,7,0,5,0,11,Nordelta,57
1394,168000,112,112,0,3,0,3,0,0,Pilar,60
1395,229000,100,100,4,2,0,3,0,10,Pilar,60
1396,310000,270,250,7,4,1,3,0,8,Santa Fe,80
1397,149000,138,118,4,2,0,3,0,0,Pilar del Este,61
1398,338000,1010,201,5,3,0,4,1,0,Villanueva,88
1399,540000,315,270,10,4,0,5,0,8,Santa Fe,80
1400,249000,660,160,4,2,0,3,1,1,Pilar,60
1401,1700000,1025,588,8,5,0,4,1,16,San Isidro,77
1402,430000,491,362,0,4,0,4,0,18,San Isidro,77
1403,890000,300,300,5,4,0,4,1,5,Punta del Este,65
1404,340000,238,238,6,2,1,5,0,30,La Matanza,38
1405,65500,300,80,3,0,0,2,0,0,Río Ceballos,72
1406,188000,500,132,5,2,0,3,1,0,Tigre,82
1407,225000,903,175,5,2,0,4,1,13,Buenos Aires Costa Atlántica,7
1408,275000,200,125,0,3,1,3,0,45,San Isidro,77
1409,350000,320,185,0,6,0,6,0,30,Capital Federal,11
1410,160000,400,160,0,2,0,3,1,0,Córdoba,14
1411,920000,420,325,0,5,0,4,0,3,General Pacheco,29
1412,585000,460,370,5,5,0,4,0,2,Mar del Plata,46
1413,550000,384,190,7,2,0,3,1,39,Vicente López,86
1414,280000,820,160,4,2,0,3,1,0,Escobar,20
1415,490000,246,212,5,4,0,4,0,0,Nordelta,57
1416,850000,900,304,6,2,0,3,1,10,Pilar,60
1417,370000,205,205,0,2,0,3,0,1,Tigre,82
1418,1100000,676,600,7,5,0,5,1,20,San Isidro,77
1419,148000,132,120,4,2,0,3,0,5,Exaltación de la Cruz,23
1420,199000,856,167,5,4,0,3,1,0,Escobar,20
1421,220000,900,180,7,3,0,3,0,15,Santa Fe,80
1422,470000,528,270,0,3,0,3,0,0,Pilar,60
1423,260000,857,182,4,3,1,0,1,0,Escobar,20
1424,279000,817,186,5,3,1,3,1,0,Villanueva,88
1425,81900,400,91,4,2,1,2,0,11,Córdoba,14
1426,475000,800,258,5,2,0,3,1,12,Pilar,60
1427,770000,1350,371,6,3,1,4,1,17,Pilar,60
1428,710000,690,340,6,4,1,5,0,10,Rincón de Milberg,68
1429,300000,715,185,0,3,0,3,1,0,Villanueva,88
1430,185000,170,108,4,3,1,3,0,0,Rosario,71
1431,2500000,1492,714,11,5,0,6,0,9,Nordelta,57
1432,229000,214,130,3,0,1,2,0,10,General San Martín,31
1433,1700000,1423,714,7,4,0,5,0,19,San Isidro,77
1434,85000,430,149,3,0,0,2,0,10,Córdoba,14
1435,300000,350,130,0,0,0,3,1,8,San Isidro,77
1436,300000,201,169,5,3,1,4,0,0,Tigre,82
1437,280000,780,233,5,3,0,3,1,10,Pilar,60
1438,520000,292,190,6,4,1,4,1,30,Capital Federal,11
1439,495000,822,269,6,3,0,3,0,3,Santa Fe,80
1440,290000,900,200,5,2,0,3,0,7,Córdoba,14
1441,230000,1000,350,0,6,0,4,0,10,Escobar,20
1442,475000,700,290,7,3,0,4,0,10,San Isidro,77
1443,900000,1200,390,4,5,0,4,1,0,Villanueva,88
1444,295000,156,135,4,2,0,3,1,0,San Fernando,76
1445,427000,916,244,0,3,0,3,0,1,Tigre,82
1446,420000,943,275,5,4,0,4,1,7,Santa Fe,80
1447,500000,1200,420,8,4,0,6,0,0,Córdoba,14
1448,392000,240,240,7,3,1,4,1,15,GBA Norte,26
1449,280000,544,222,0,4,0,4,0,20,Pilar,60
1450,375000,478,190,6,2,1,3,1,35,San Isidro,77
1451,115000,155,125,4,3,0,3,0,0,Pilar del Este,61
1452,275000,275,238,5,2,0,3,0,30,Tigre,82
1453,4200000,200,146,10,3,1,4,0,44,Mendoza,50
1454,70000,330,120,0,2,1,2,0,0,Córdoba,14
1455,150000,151,104,0,2,1,3,0,0,Pilar,60
1456,390000,275,135,4,0,1,3,1,30,Capital Federal,11
1457,155000,1176,111,5,2,0,4,0,45,Malvinas Argentinas,44
1458,570000,800,275,0,4,0,4,1,0,Berazategui,5
1459,775000,388,309,0,6,0,4,0,1,Vicente López,86
1460,730000,815,343,7,3,0,4,1,0,Pilar,60
1461,320000,145,145,7,3,1,4,1,20,Vicente López,86
1462,320000,800,200,5,3,1,4,0,25,San Miguel,78
1463,1111111,550,190,0,3,1,3,0,20,Santa Fe,80
1464,430000,606,235,0,4,0,4,0,3,Nordelta,57
1465,360000,817,194,6,3,0,4,1,0,Escobar,20
1466,235000,131,113,0,0,1,2,0,30,San Isidro,77
1467,230000,407,120,4,2,1,3,0,8,Pilar,60
1468,170000,400,120,0,2,0,4,0,7,Escobar,20
1469,180000,371,178,6,2,1,4,0,40,Rosario,71
1470,1400000,972,349,0,3,0,4,0,9,Tigre,82
1471,789000,373,280,5,4,0,4,1,15,Capital Federal,11
1472,170000,202,150,5,2,0,3,1,4,Córdoba,14
1473,395000,155,122,4,3,1,3,1,36,Capital Federal,11
1474,169000,500,70,3,2,1,2,0,0,Punta del Este,65
1475,485000,981,254,5,3,0,2,1,1,Escobar,20
1476,59000,92,92,3,0,0,0,0,31,Rosario,71
1477,295000,284,234,6,4,0,5,0,15,Capital Federal,11
1478,285000,144,113,4,0,1,2,1,0,Vicente López,86
1479,90000,325,125,2,0,0,2,0,0,Santa Fe,80
1480,349000,800,200,5,3,0,4,1,0,Villanueva,88
1481,295000,320,230,7,2,0,3,0,15,La Plata,39
1482,225000,750,155,0,2,0,3,1,0,Escobar,20
1483,1090000,440,360,0,5,1,4,0,10,Nordelta,57
1484,400000,411,225,0,4,0,3,0,20,Lomas de Zamora,41
1485,75000,60,60,0,0,0,2,0,30,Santa Fe,80
1486,260000,320,170,4,3,1,3,0,37,Buenos Aires Costa Atlántica,7
1487,349000,740,198,6,4,0,5,0,0,Ezeiza,24
1488,390000,604,217,4,2,0,3,1,0,Puertos,64
1489,315000,650,179,6,4,0,3,1,0,Escobar,20
1490,400000,202,202,0,0,0,3,0,28,San Isidro,77
1491,340000,1570,200,6,3,0,4,1,20,Pilar,60
1492,480000,979,330,7,4,0,3,1,0,Escobar,20
1493,150000,233,180,6,3,1,4,1,30,Mar del Plata,46
1494,185000,155,155,5,2,1,3,1,45,Vicente López,86
1495,2050000,1000,480,0,6,0,5,0,8,Tigre,82
1496,140000,600,70,2,0,0,0,0,8,Santa Fe,80
1497,305000,1000,200,7,2,1,2,0,0,Córdoba,14
1498,330000,179,138,5,2,1,3,0,0,San Isidro,77
1499,175000,720,165,4,3,0,3,1,0,El Cantón,17
1500,140000,173,144,4,2,1,3,1,43,Córdoba,14
1501,255000,832,150,5,3,0,4,1,4,Escobar,20
1502,315000,319,140,6,2,0,4,0,40,San Isidro,77
1503,449000,210,190,5,3,0,4,0,10,Nordelta,57
1504,200000,285,220,0,3,0,6,0,30,San Isidro,77
